untrustworthy_flag,turnout_2020_binary,voted_biden_2020,voted_trump_2020,age,female,digital_literacy_index,ideo5_linear,pid7_linear,socmed_use_linear,newsint_linear,intuse_linear,race4,educ4,region,presvote16post_condensed
0,1,1,0,20,1,4.666666666666667,1.0,1.0,1.0,4.0,4.0,White,Some college,Midwest,Did Not Vote
0,1,1,0,26,1,2.3333333333333335,2.0,2.0,2.0,2.0,4.0,Hispanic,College grad,West,Hillary Clinton
0,1,1,0,24,0,4.833333333333333,2.0,1.0,1.0,4.0,4.0,White,College grad,West,Other
0,1,0,1,24,0,3.0,4.0,5.0,2.0,1.0,4.0,White,HS or less,Midwest,Did Not Vote
0,0,0,0,39,1,1.8333333333333333,3.0,3.0,5.0,2.0,4.0,Black,Some college,South,Did Not Vote
0,1,0,1,20,1,3.8333333333333335,4.0,6.0,5.0,3.0,4.0,White,HS or less,Northeast,Did Not Vote
1,1,1,0,35,0,4.666666666666667,1.0,1.0,1.0,4.0,4.0,White,Some college,South,Hillary Clinton
1,1,1,0,21,1,2.5,1.0,1.0,2.0,3.0,4.0,White,Some college,Midwest,Did Not Vote
1,1,0,1,40,0,5.0,3.0,4.0,6.0,4.0,4.0,White,HS or less,South,Donald Trump
0,1,0,1,25,1,4.166666666666667,5.0,5.0,2.0,4.0,4.0,Hispanic,Some college,Midwest,Did Not Vote
0,1,1,0,24,1,5.0,2.0,2.0,3.0,3.0,4.0,White,College grad,South,Hillary Clinton
0,1,1,0,25,0,5.0,3.0,2.0,1.0,3.0,4.0,Other,College grad,Northeast,Did Not Vote
0,1,0,1,41,0,2.3333333333333335,5.0,5.0,2.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,1,0,18,1,5.0,2.0,2.0,1.0,3.0,4.0,Other,HS or less,West,Did Not Vote
1,1,0,1,63,0,3.0,4.0,7.0,2.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,1,0,67,0,3.5,1.0,2.0,5.0,4.0,4.0,White,HS or less,South,Hillary Clinton
1,1,1,0,55,0,2.6666666666666665,2.0,1.0,6.0,4.0,4.0,White,Some college,West,Hillary Clinton
1,1,0,0,65,1,1.5,5.0,4.0,4.0,3.0,4.0,White,HS or less,West,Other
0,1,0,1,29,0,5.0,4.0,6.0,1.0,3.0,4.0,White,HS or less,South,Donald Trump
0,1,1,0,44,0,1.0,4.0,1.0,2.0,4.0,4.0,White,Some college,South,Hillary Clinton
1,1,0,1,60,1,1.5,5.0,7.0,5.0,4.0,3.0,White,HS or less,West,Donald Trump
0,1,0,1,66,0,1.0,5.0,7.0,1.0,3.0,3.0,White,HS or less,South,Donald Trump
0,1,1,0,61,1,2.1666666666666665,1.0,1.0,4.0,4.0,4.0,White,Some college,Midwest,Hillary Clinton
0,1,0,1,26,0,3.8333333333333335,5.0,7.0,2.0,3.0,4.0,Black,HS or less,Midwest,Did Not Vote
1,1,1,0,66,1,2.1666666666666665,2.0,2.0,4.0,3.0,4.0,White,HS or less,Northeast,Did Not Vote
1,1,0,1,57,1,2.1666666666666665,5.0,7.0,1.0,3.0,4.0,White,HS or less,Midwest,Donald Trump
1,1,1,0,49,1,4.0,3.0,4.0,1.0,3.0,4.0,White,HS or less,Midwest,Did Not Vote
0,1,1,0,62,0,4.833333333333333,1.0,1.0,2.0,4.0,4.0,White,Some college,West,Hillary Clinton
1,1,0,1,66,0,2.3333333333333335,5.0,7.0,1.0,4.0,4.0,White,HS or less,Northeast,Donald Trump
0,1,1,0,86,0,1.1666666666666667,3.0,6.0,1.0,4.0,4.0,White,Some college,Northeast,Hillary Clinton
0,1,0,1,67,0,2.1666666666666665,5.0,7.0,4.0,4.0,4.0,White,HS or less,South,Donald Trump
0,1,0,0,59,0,4.333333333333333,3.0,4.0,3.0,3.0,4.0,White,HS or less,South,Donald Trump
1,1,1,0,60,0,4.0,2.0,2.0,4.0,4.0,4.0,White,Some college,South,Hillary Clinton
1,1,0,1,53,0,3.0,3.0,4.0,1.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,0,1,65,1,1.1666666666666667,4.0,7.0,5.0,4.0,4.0,White,Some college,Midwest,Donald Trump
0,1,1,0,33,1,3.0,3.0,1.0,3.0,3.0,4.0,Black,College grad,South,Hillary Clinton
0,1,1,0,73,1,3.8333333333333335,3.0,1.0,1.0,3.0,4.0,Black,HS or less,Midwest,Hillary Clinton
1,1,0,1,54,1,2.0,4.0,4.0,6.0,3.0,4.0,White,HS or less,South,Did Not Vote
0,1,1,0,34,0,3.1666666666666665,3.0,1.0,3.0,3.0,3.0,Hispanic,Some college,West,Hillary Clinton
0,0,0,0,27,1,3.1666666666666665,3.0,4.0,6.0,3.0,3.0,White,HS or less,West,Donald Trump
0,1,1,0,43,0,4.0,3.0,4.0,2.0,1.0,4.0,Hispanic,Some college,West,Hillary Clinton
0,1,0,1,64,1,2.0,3.0,5.0,3.0,4.0,4.0,White,HS or less,South,Donald Trump
0,1,1,0,62,1,4.0,1.0,1.0,2.0,3.0,4.0,White,Some college,Midwest,Did Not Vote
0,0,0,0,67,1,1.6666666666666667,3.0,1.0,1.0,3.0,4.0,Black,HS or less,South,Hillary Clinton
0,1,1,0,22,1,4.0,2.0,2.0,1.0,3.0,4.0,White,Some college,West,Hillary Clinton
1,1,0,1,62,1,2.5,4.0,6.0,2.0,4.0,4.0,White,HS or less,West,Donald Trump
1,1,0,1,75,1,4.0,4.0,7.0,2.0,4.0,4.0,White,Some college,Midwest,Donald Trump
0,0,0,0,26,1,2.8333333333333335,2.0,2.0,3.0,2.0,4.0,Other,Some college,Midwest,Did Not Vote
0,1,1,0,45,0,4.0,2.0,4.0,1.0,4.0,4.0,Black,Some college,West,Hillary Clinton
1,0,0,0,50,0,3.0,4.0,4.0,1.0,3.0,4.0,Black,Some college,South,Did Not Vote
0,1,1,0,23,0,5.0,2.0,2.0,3.0,4.0,4.0,Other,Some college,South,Other
0,1,1,0,70,1,4.666666666666667,1.0,1.0,4.0,3.0,4.0,Black,Some college,South,Hillary Clinton
0,1,1,0,24,1,3.8333333333333335,1.0,1.0,2.0,3.0,4.0,White,HS or less,South,Did Not Vote
0,1,1,0,22,0,2.8333333333333335,3.0,4.0,1.0,2.0,4.0,White,Some college,South,Did Not Vote
0,1,1,0,37,0,3.0,3.0,4.0,1.0,4.0,4.0,Black,Some college,Midwest,Hillary Clinton
0,1,1,0,58,1,1.3333333333333333,2.0,1.0,5.0,4.0,1.0,Hispanic,HS or less,Northeast,Hillary Clinton
0,1,0,1,34,0,3.3333333333333335,3.0,1.0,3.0,3.0,4.0,Hispanic,Some college,West,Did Not Vote
0,1,0,1,64,1,2.5,5.0,7.0,1.0,4.0,4.0,White,Some college,Midwest,Donald Trump
1,1,1,0,48,0,3.5,3.0,1.0,3.0,4.0,3.0,Hispanic,Some college,West,Hillary Clinton
1,1,1,0,66,1,4.333333333333333,2.0,1.0,6.0,4.0,4.0,White,Some college,West,Hillary Clinton
0,1,1,0,29,1,3.6666666666666665,3.0,1.0,5.0,4.0,1.0,White,HS or less,West,Hillary Clinton
1,1,0,1,74,0,3.6666666666666665,5.0,5.0,1.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,1,0,61,0,1.3333333333333333,3.0,1.0,1.0,2.0,4.0,White,HS or less,South,Did Not Vote
0,1,1,0,66,1,4.0,2.0,1.0,1.0,4.0,4.0,White,Some college,South,Hillary Clinton
0,0,0,0,31,0,2.0,2.0,2.0,5.0,3.0,4.0,Hispanic,HS or less,West,Did Not Vote
0,1,0,1,58,0,3.3333333333333335,5.0,7.0,1.0,4.0,4.0,White,HS or less,Midwest,Donald Trump
0,1,1,0,32,0,2.3333333333333335,3.0,1.0,3.0,3.0,3.0,Black,HS or less,West,Did Not Vote
0,1,1,0,59,0,3.1666666666666665,2.0,1.0,2.0,4.0,4.0,White,Some college,West,Hillary Clinton
0,1,1,0,51,1,4.666666666666667,3.0,1.0,4.0,4.0,4.0,White,HS or less,South,Did Not Vote
1,1,0,1,78,1,1.5,5.0,7.0,3.0,4.0,4.0,White,HS or less,South,Donald Trump
0,1,1,0,56,0,1.0,1.0,1.0,2.0,1.0,4.0,Black,Some college,South,Hillary Clinton
1,1,0,1,21,0,4.0,4.0,5.0,6.0,3.0,3.0,White,Some college,South,Did Not Vote
0,1,1,0,52,0,3.8333333333333335,1.0,1.0,3.0,4.0,4.0,Black,Some college,South,Hillary Clinton
0,1,1,0,74,1,4.5,3.0,3.0,2.0,4.0,4.0,White,Some college,Midwest,Hillary Clinton
0,0,0,0,35,0,4.0,3.0,4.0,2.0,3.0,4.0,Hispanic,Some college,South,Did Not Vote
0,1,1,0,71,0,3.5,2.0,1.0,4.0,4.0,3.0,Other,Some college,Midwest,Did Not Vote
1,1,1,0,74,0,4.166666666666667,3.0,3.0,5.0,4.0,4.0,White,Some college,West,Hillary Clinton
0,1,1,0,59,1,3.8333333333333335,2.0,1.0,2.0,4.0,3.0,White,Some college,Northeast,Hillary Clinton
0,1,0,1,59,1,3.3333333333333335,5.0,7.0,1.0,4.0,1.0,White,HS or less,West,Donald Trump
1,1,1,0,64,0,4.0,1.0,3.0,5.0,4.0,4.0,White,Some college,Midwest,Other
1,1,0,1,54,0,3.5,4.0,7.0,2.0,4.0,4.0,White,HS or less,Northeast,Donald Trump
1,1,0,1,63,1,2.6666666666666665,4.0,7.0,2.0,3.0,4.0,Hispanic,Some college,South,Did Not Vote
0,1,1,0,60,1,4.333333333333333,3.0,2.0,2.0,3.0,4.0,Hispanic,HS or less,Northeast,Did Not Vote
1,1,0,1,57,1,5.0,5.0,7.0,4.0,4.0,3.0,Hispanic,Some college,South,Did Not Vote
1,1,0,1,22,0,5.0,3.0,5.0,1.0,4.0,4.0,Hispanic,Some college,Midwest,Donald Trump
0,1,0,1,24,0,3.1666666666666665,3.0,6.0,1.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,1,0,55,1,3.0,4.0,1.0,5.0,3.0,4.0,White,HS or less,South,Hillary Clinton
0,1,1,0,44,1,3.0,2.0,1.0,6.0,4.0,3.0,Black,Postgrad,Midwest,Hillary Clinton
1,1,0,1,29,0,4.5,4.0,5.0,2.0,4.0,4.0,White,Some college,West,Did Not Vote
1,1,1,0,47,1,5.0,3.0,4.0,2.0,2.0,4.0,White,Some college,Midwest,Other
0,1,1,0,57,0,2.5,3.0,1.0,6.0,4.0,4.0,Black,Some college,South,Hillary Clinton
0,1,1,0,59,0,4.5,1.0,1.0,4.0,4.0,4.0,Black,Some college,South,Hillary Clinton
0,1,0,1,62,1,2.5,3.0,7.0,3.0,4.0,4.0,White,HS or less,Northeast,Donald Trump
0,1,1,0,68,0,2.3333333333333335,4.0,2.0,1.0,2.0,4.0,Hispanic,HS or less,West,Hillary Clinton
1,1,1,0,31,0,4.666666666666667,2.0,2.0,6.0,4.0,4.0,Hispanic,Some college,South,Hillary Clinton
0,1,0,1,25,1,3.25,4.0,6.0,4.0,3.0,4.0,White,Some college,Northeast,Did Not Vote
0,1,1,0,62,0,1.6666666666666667,3.0,1.0,2.0,4.0,2.0,Hispanic,Some college,South,Hillary Clinton
0,1,1,0,46,1,4.0,3.0,3.0,2.0,4.0,4.0,White,Some college,West,Hillary Clinton
0,1,1,0,42,0,1.0,3.0,3.0,3.0,4.0,4.0,Black,HS or less,Midwest,Did Not Vote
0,1,1,0,34,1,3.0,3.0,2.0,2.0,2.0,3.0,Hispanic,Some college,South,Did Not Vote
0,1,1,0,36,1,4.0,2.0,1.0,1.0,4.0,4.0,Hispanic,Some college,West,Hillary Clinton
0,1,1,0,29,1,1.0,3.0,2.0,2.0,4.0,4.0,Black,College grad,South,Hillary Clinton
0,1,1,0,42,0,5.0,3.0,2.0,2.0,4.0,4.0,Black,Postgrad,Northeast,Did Not Vote
0,1,1,0,39,0,4.0,1.0,1.0,3.0,3.0,3.0,Black,Some college,West,Did Not Vote
0,1,0,1,42,1,2.8,3.0,6.0,1.0,4.0,4.0,White,Some college,Midwest,Did Not Vote
0,1,1,0,51,1,2.8333333333333335,1.0,1.0,3.0,3.0,4.0,Black,HS or less,South,Did Not Vote
1,1,0,1,61,0,3.1666666666666665,5.0,5.0,2.0,4.0,4.0,White,Some college,Midwest,Donald Trump
0,1,1,0,22,0,3.5,2.0,1.0,1.0,4.0,4.0,White,HS or less,South,Did Not Vote
0,0,0,0,37,1,1.5,3.0,2.0,2.0,3.0,4.0,Hispanic,HS or less,South,Did Not Vote
0,1,1,0,64,1,4.666666666666667,3.0,1.0,2.0,4.0,4.0,Black,HS or less,South,Hillary Clinton
0,1,0,0,44,0,2.6666666666666665,2.0,3.0,4.0,3.0,4.0,Black,Some college,Northeast,Hillary Clinton
0,1,0,1,44,0,2.8333333333333335,4.0,7.0,2.0,3.0,4.0,White,HS or less,Midwest,Donald Trump
0,1,0,1,60,0,3.3333333333333335,5.0,6.0,2.0,3.0,4.0,White,HS or less,South,Donald Trump
0,1,0,1,54,1,4.5,3.0,5.0,3.0,1.0,4.0,Hispanic,Postgrad,Midwest,Other
0,1,1,0,67,1,3.3333333333333335,3.0,1.0,1.0,4.0,4.0,Black,College grad,South,Hillary Clinton
0,1,0,1,56,0,2.6666666666666665,4.0,7.0,2.0,4.0,4.0,White,HS or less,Midwest,Donald Trump
1,1,1,0,72,0,3.6666666666666665,2.0,2.0,1.0,4.0,4.0,Black,College grad,Northeast,Hillary Clinton
0,1,1,0,25,1,3.1666666666666665,2.0,1.0,4.0,3.0,4.0,Black,College grad,South,Hillary Clinton
0,1,0,1,44,0,4.0,4.0,7.0,1.0,4.0,4.0,White,HS or less,Midwest,Did Not Vote
0,1,0,1,26,0,3.1666666666666665,3.0,6.0,2.0,2.0,2.0,White,HS or less,Northeast,Did Not Vote
0,1,1,0,43,0,3.1666666666666665,1.0,3.0,4.0,3.0,4.0,White,HS or less,Midwest,Hillary Clinton
0,1,1,0,35,0,5.0,5.0,1.0,6.0,4.0,4.0,Hispanic,HS or less,Northeast,Donald Trump
0,1,1,0,24,1,3.6666666666666665,3.0,2.0,3.0,2.0,4.0,White,Postgrad,South,Did Not Vote
1,1,1,0,27,1,2.6666666666666665,3.0,3.0,4.0,3.0,4.0,White,Postgrad,Northeast,Hillary Clinton
0,1,1,0,42,0,5.0,1.0,1.0,2.0,4.0,4.0,White,HS or less,Northeast,Hillary Clinton
1,1,0,1,33,0,1.8,4.0,7.0,5.0,4.0,4.0,White,HS or less,Midwest,Other
0,1,1,0,40,0,4.5,3.0,4.0,3.0,2.0,4.0,White,HS or less,West,Hillary Clinton
0,1,1,0,25,1,5.0,3.0,2.0,1.0,3.0,4.0,White,HS or less,Northeast,Did Not Vote
0,1,1,0,25,0,3.3333333333333335,2.0,2.0,2.0,3.0,4.0,Other,College grad,Northeast,Did Not Vote
0,1,1,0,38,1,2.5,3.0,3.0,4.0,3.0,4.0,Hispanic,HS or less,Midwest,Did Not Vote
0,1,0,1,29,1,4.666666666666667,3.0,2.0,4.0,4.0,4.0,White,Postgrad,West,Donald Trump
1,1,1,0,24,1,4.0,1.0,1.0,1.0,4.0,4.0,White,College grad,South,Hillary Clinton
1,1,0,1,43,0,5.0,4.0,5.0,1.0,4.0,4.0,White,HS or less,South,Donald Trump
0,1,1,0,22,1,3.8333333333333335,2.0,1.0,1.0,3.0,3.0,Black,College grad,Midwest,Hillary Clinton
0,1,0,1,43,0,4.0,4.0,6.0,1.0,3.0,4.0,White,HS or less,South,Donald Trump
0,1,1,0,66,1,3.5,3.0,1.0,1.0,4.0,4.0,Hispanic,Postgrad,South,Hillary Clinton
0,1,1,0,24,0,4.666666666666667,2.0,2.0,1.0,2.0,4.0,Other,College grad,South,Hillary Clinton
0,1,1,0,29,1,3.1666666666666665,4.0,6.0,6.0,1.0,4.0,White,Postgrad,Northeast,Other
0,1,1,0,28,1,4.0,3.0,2.0,5.0,4.0,4.0,Black,College grad,South,Other
0,1,1,0,42,1,2.6666666666666665,3.0,1.0,2.0,3.0,4.0,Black,HS or less,Northeast,Hillary Clinton
0,1,1,0,29,1,3.5,1.0,1.0,1.0,3.0,4.0,Other,Postgrad,West,Hillary Clinton
1,1,1,0,32,0,3.1666666666666665,1.0,1.0,3.0,4.0,4.0,White,HS or less,Northeast,Hillary Clinton
0,1,1,0,25,0,3.6666666666666665,3.0,3.0,1.0,3.0,4.0,White,Postgrad,Midwest,Did Not Vote
1,1,0,0,27,0,4.833333333333333,3.0,3.0,1.0,3.0,4.0,White,Postgrad,Midwest,Other
0,1,0,0,53,0,4.0,3.0,6.0,2.0,4.0,4.0,White,Some college,Midwest,Did Not Vote
1,1,0,1,66,0,3.3333333333333335,5.0,7.0,3.0,4.0,4.0,White,Postgrad,South,Donald Trump
0,1,0,1,52,1,4.333333333333333,3.0,7.0,4.0,3.0,4.0,White,College grad,Midwest,Did Not Vote
0,1,1,0,56,0,3.1666666666666665,2.0,1.0,2.0,3.0,4.0,White,Postgrad,South,Hillary Clinton
0,1,1,0,67,1,3.1666666666666665,2.0,2.0,2.0,4.0,4.0,White,Postgrad,South,Hillary Clinton
1,1,0,1,71,0,4.166666666666667,5.0,7.0,3.0,4.0,4.0,White,College grad,South,Donald Trump
1,1,1,0,57,1,5.0,2.0,1.0,4.0,4.0,4.0,White,College grad,Midwest,Hillary Clinton
1,1,0,1,64,0,4.333333333333333,5.0,5.0,2.0,4.0,4.0,White,College grad,South,Donald Trump
1,1,0,1,72,0,5.0,5.0,4.0,3.0,4.0,4.0,White,College grad,Midwest,Donald Trump
0,1,0,1,56,0,4.0,3.0,5.0,1.0,4.0,4.0,White,HS or less,Midwest,Donald Trump
0,0,0,0,53,0,2.6666666666666665,3.0,2.0,3.0,2.0,4.0,White,HS or less,South,Did Not Vote
0,1,0,1,66,0,4.333333333333333,5.0,5.0,1.0,4.0,4.0,White,College grad,Northeast,Donald Trump
0,1,1,0,52,0,4.0,3.0,1.0,4.0,3.0,4.0,Other,Some college,South,Hillary Clinton
1,1,0,1,72,0,3.5,4.0,7.0,3.0,4.0,4.0,White,Postgrad,Northeast,Donald Trump
0,1,1,0,50,1,3.0,1.0,4.0,4.0,4.0,4.0,White,College grad,West,Other
1,1,0,1,64,0,3.5,4.0,7.0,2.0,4.0,3.0,White,HS or less,Northeast,Donald Trump
0,1,1,0,28,0,4.5,2.0,3.0,1.0,3.0,4.0,White,Some college,Northeast,Other
0,1,1,0,45,0,4.5,2.0,1.0,2.0,4.0,4.0,White,Some college,Midwest,Hillary Clinton
1,1,1,0,46,0,4.0,2.0,1.0,2.0,4.0,4.0,White,College grad,Northeast,Hillary Clinton
0,1,1,0,76,0,4.5,3.0,2.0,1.0,4.0,4.0,White,Postgrad,South,Hillary Clinton
0,1,0,1,85,0,3.1666666666666665,5.0,7.0,1.0,4.0,4.0,White,College grad,South,Donald Trump
0,1,1,0,40,0,5.0,3.0,1.0,1.0,4.0,4.0,White,College grad,West,Hillary Clinton
0,1,1,0,55,0,1.5,1.0,1.0,5.0,2.0,4.0,White,Some college,West,Did Not Vote
0,1,1,0,60,1,5.0,3.0,4.0,1.0,4.0,4.0,White,College grad,West,Other
1,1,0,1,62,1,4.0,4.0,6.0,4.0,4.0,4.0,White,College grad,Midwest,Donald Trump
0,1,1,0,32,0,3.3333333333333335,3.0,3.0,1.0,4.0,4.0,White,Postgrad,West,Did Not Vote
0,1,0,1,64,0,2.5,4.0,4.0,1.0,3.0,4.0,White,Some college,West,Donald Trump
1,0,0,0,45,0,4.5,5.0,4.0,1.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,0,1,58,0,3.0,5.0,7.0,5.0,4.0,4.0,White,HS or less,South,Donald Trump
1,1,0,1,78,1,2.1666666666666665,4.0,7.0,6.0,4.0,4.0,White,College grad,West,Donald Trump
1,1,1,0,72,0,2.8333333333333335,2.0,3.0,4.0,4.0,4.0,White,College grad,South,Hillary Clinton
1,1,0,1,57,1,2.6666666666666665,4.0,6.0,1.0,1.0,4.0,White,Postgrad,South,Donald Trump
0,1,0,1,73,1,3.0,4.0,5.0,2.0,3.0,4.0,White,Postgrad,Midwest,Other
0,1,0,1,81,1,2.1666666666666665,4.0,5.0,1.0,3.0,3.0,White,Postgrad,Northeast,Donald Trump
0,1,1,0,81,0,4.666666666666667,3.0,1.0,1.0,4.0,4.0,White,Postgrad,Midwest,Hillary Clinton
1,1,0,1,63,0,4.0,4.0,7.0,6.0,4.0,4.0,White,Some college,Northeast,Donald Trump
0,1,1,0,57,1,3.8333333333333335,2.0,1.0,1.0,4.0,4.0,White,Postgrad,South,Hillary Clinton
0,1,0,1,56,0,4.5,4.0,5.0,5.0,4.0,4.0,White,HS or less,Midwest,Donald Trump
0,1,1,0,56,1,2.6,3.0,2.0,6.0,2.0,4.0,Black,Some college,South,Hillary Clinton
0,1,1,0,24,0,3.5,2.0,1.0,2.0,4.0,4.0,White,College grad,West,Did Not Vote
0,1,1,0,60,1,3.1666666666666665,3.0,3.0,1.0,3.0,4.0,White,College grad,West,Did Not Vote
0,1,1,0,37,1,3.8333333333333335,2.0,1.0,2.0,4.0,4.0,White,College grad,Northeast,Did Not Vote
0,1,1,0,68,1,2.3333333333333335,2.0,1.0,6.0,3.0,4.0,Black,HS or less,South,Hillary Clinton
0,1,0,1,52,0,4.833333333333333,3.0,3.0,2.0,4.0,4.0,Other,Some college,Northeast,Donald Trump
1,1,1,0,53,1,2.1666666666666665,1.0,1.0,3.0,4.0,4.0,White,College grad,West,Hillary Clinton
1,1,0,1,48,0,2.8333333333333335,5.0,7.0,2.0,4.0,4.0,White,College grad,South,Donald Trump
0,1,1,0,44,0,5.0,1.0,1.0,2.0,3.0,4.0,Other,Some college,West,Hillary Clinton
0,1,1,0,61,0,4.833333333333333,3.0,2.0,1.0,4.0,4.0,White,Postgrad,West,Hillary Clinton
0,1,0,1,54,0,5.0,3.0,7.0,6.0,4.0,4.0,White,HS or less,Northeast,Donald Trump
0,1,1,0,31,0,5.0,3.0,2.0,2.0,3.0,4.0,White,Postgrad,South,Hillary Clinton
0,1,1,0,59,0,3.0,2.0,1.0,4.0,4.0,4.0,White,College grad,Midwest,Hillary Clinton
1,1,0,1,55,1,1.8333333333333333,4.0,6.0,1.0,3.0,4.0,White,College grad,Northeast,Donald Trump
1,1,0,1,52,0,3.3333333333333335,5.0,7.0,1.0,4.0,4.0,White,Some college,South,Donald Trump
0,1,1,0,33,1,4.166666666666667,1.0,1.0,1.0,4.0,4.0,White,Postgrad,Midwest,Hillary Clinton
0,1,1,0,69,1,3.0,3.0,1.0,3.0,3.0,4.0,Black,Some college,South,Hillary Clinton
1,1,1,0,55,0,5.0,2.0,1.0,4.0,4.0,4.0,White,Some college,Midwest,Hillary Clinton
0,1,1,0,64,1,4.333333333333333,3.0,3.0,3.0,4.0,4.0,White,College grad,Midwest,Hillary Clinton
0,1,1,0,28,1,2.6666666666666665,2.0,1.0,1.0,4.0,2.0,White,College grad,South,Hillary Clinton
0,1,1,0,41,1,3.8333333333333335,2.0,2.0,2.0,4.0,4.0,White,College grad,South,Hillary Clinton
1,1,1,0,65,1,3.5,2.0,1.0,2.0,4.0,4.0,White,College grad,West,Hillary Clinton
0,1,0,0,45,0,2.5,4.0,4.0,3.0,3.0,4.0,White,College grad,Northeast,Other
0,1,0,1,55,0,3.1666666666666665,3.0,2.0,1.0,3.0,4.0,Other,Some college,South,Donald Trump
0,1,1,0,50,1,4.333333333333333,3.0,3.0,4.0,2.0,4.0,White,Postgrad,West,Hillary Clinton
0,1,1,0,40,0,2.1666666666666665,3.0,2.0,2.0,3.0,3.0,White,Postgrad,Northeast,Hillary Clinton
0,1,1,0,54,0,4.5,3.0,2.0,4.0,4.0,4.0,White,Some college,West,Hillary Clinton
1,1,0,1,51,0,4.833333333333333,5.0,4.0,3.0,4.0,4.0,Other,Some college,West,Other
0,1,1,0,44,0,5.0,3.0,4.0,2.0,4.0,4.0,White,Some college,South,Other
1,1,0,1,42,0,4.166666666666667,5.0,5.0,1.0,2.0,4.0,White,College grad,South,Donald Trump
0,1,0,1,45,0,5.0,4.0,7.0,4.0,4.0,4.0,White,Some college,Midwest,Donald Trump
0,1,1,0,51,0,4.666666666666667,3.0,5.0,5.0,3.0,4.0,White,Some college,Northeast,Hillary Clinton
0,1,0,1,62,0,2.5,5.0,7.0,1.0,4.0,4.0,White,Postgrad,Northeast,Donald Trump
0,1,1,0,50,0,2.5,1.0,1.0,4.0,4.0,4.0,Hispanic,Some college,South,Hillary Clinton
0,1,1,0,56,1,5.0,2.0,1.0,2.0,4.0,4.0,White,College grad,South,Hillary Clinton
1,1,0,1,59,1,3.6666666666666665,5.0,7.0,3.0,3.0,4.0,White,College grad,South,Donald Trump
0,1,1,0,40,1,4.5,2.0,2.0,4.0,2.0,4.0,White,College grad,Northeast,Hillary Clinton
0,1,0,1,58,0,2.6,4.0,7.0,1.0,4.0,4.0,White,College grad,South,Did Not Vote
0,1,1,0,58,1,2.6666666666666665,4.0,6.0,1.0,1.0,4.0,White,College grad,Northeast,Other
0,1,1,0,53,1,4.166666666666667,2.0,3.0,2.0,4.0,4.0,White,College grad,Midwest,Hillary Clinton
0,0,0,0,26,0,3.1666666666666665,1.0,1.0,3.0,1.0,4.0,Black,Some college,South,Did Not Vote
1,1,1,0,58,0,2.3333333333333335,1.0,1.0,4.0,4.0,4.0,White,Some college,West,Hillary Clinton
0,1,0,1,52,1,1.6666666666666667,4.0,7.0,6.0,2.0,3.0,White,College grad,South,Donald Trump
